StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
2973,17,0,Caucasian,Bachelor,8.183932875713000,28,1,High,0,0,0,0,0.8409854510198020
1793,15,1,African American,Some College,8.40670778390998,2,0,Moderate,0,0,1,0,3.3005522062792600
2314,15,0,Asian,Bachelor,3.624360872272350,15,1,Very High,0,0,1,0,2.197776727185660
3001,17,1,African American,Some College,4.637192277656970,25,0,Very High,1,0,1,0,0.8399765237396330
1930,15,1,Caucasian,Bachelor,12.087614381656200,24,0,High,0,1,0,0,1.169658238097340
1437,18,0,Caucasian,High School,18.03832215675770,0,1,,1,0,0,0,3.4184098665462000
2367,17,0,Caucasian,Some College,16.085223087569000,13,0,High,1,0,1,0,2.578667734306400
2546,18,0,Caucasian,,15.073322758191600,14,0,Very High,1,0,0,0,2.605399264020910
1394,18,1,Caucasian,,0.7539478084534120,20,0,Low,1,1,0,0,0.8959029903990770
3255,18,1,African American,Some College,16.45776136587000,16,0,,0,1,0,1,1.599424076132400
1535,17,1,Asian,High School,0.6685306618644330,17,0,High,1,0,0,0,1.3415984768250000
1031,15,0,Asian,Some College,5.055317199023280,12,1,,0,1,0,0,1.727120309522410
2195,16,0,Caucasian,Some College,3.126628767856770,10,0,Low,1,1,1,1,2.3631214597500600
2577,17,1,African American,,5.0286030437492700,11,0,High,0,1,0,1,2.0764437464311600
1747,17,0,African American,Some College,3.569013481967500,26,0,High,1,1,0,1,0.8632708590471810
2578,16,1,Caucasian,Some College,3.4714428830287900,24,0,Moderate,0,0,1,0,0.7734276360335330
2787,18,1,Caucasian,Some College,9.01073078134152,23,0,Low,0,0,0,0,0.7370487522929230
2887,16,0,Caucasian,High School,15.497668645059000,12,0,Moderate,0,0,1,0,2.324093256836650
2350,15,1,Asian,,0.4500865485737290,25,0,Low,1,0,0,0,0.4499062079461150
2548,17,0,Caucasian,Some College,7.770622960120840,15,0,High,0,1,0,0,2.12509059499954
3121,18,0,Caucasian,High School,17.514340731178800,17,0,Low,1,1,0,0,1.7859269858399700
2273,17,0,African American,Some College,2.349517977529860,6,1,High,1,0,0,0,2.5020091336326100
2961,16,0,Caucasian,Some College,13.219476412993500,12,0,Low,1,0,0,0,1.7389421343230600
2081,17,1,African American,Some College,5.036294040182630,12,0,High,0,0,0,0,2.0622007000872000
1345,17,0,Other,High School,7.387652951651700,13,0,High,0,0,0,1,1.907742363387150
1557,18,1,Caucasian,Bachelor,0.0157902218643757,24,0,Low,0,0,0,0,0.2333498804715070
2284,15,0,Caucasian,High School,6.59949790580553,19,0,Moderate,0,0,0,0,0.9471334632498170
2592,17,1,Caucasian,,2.5436237843377400,14,0,High,0,1,0,0,2.1366532091173200
1681,18,0,Caucasian,High School,8.210455687028560,1,0,Moderate,1,0,0,1,2.898261817162790
2989,17,1,Caucasian,Some College,19.20023761638250,24,0,High,0,0,0,0,1.436375445405190
2436,16,0,Caucasian,High School,18.2203139995844,0,0,Very High,0,0,0,0,3.75263935309428
1353,15,0,African American,Some College,12.809665862844200,1,0,Moderate,0,1,0,0,2.895671304659180
1092,18,1,Caucasian,Some College,7.724727905981790,0,0,Moderate,1,1,0,0,3.5069200713692100
2798,16,1,Asian,Bachelor,1.5929025806953200,4,0,Low,0,0,1,1,2.28387095613807
3058,17,0,Asian,High School,9.081931867550730,19,0,Moderate,0,0,0,0,1.175347658120810
3311,16,1,African American,High School,0.1126262549610750,28,0,Moderate,0,0,0,0,0.0
1863,16,1,Caucasian,,6.929385741573340,22,0,Low,0,1,0,0,1.1615545310949300
1262,16,0,Caucasian,Some College,4.550677538729270,20,1,Low,1,0,0,0,1.265677909199430
2373,18,0,Caucasian,Some College,7.762429135369940,12,1,Low,1,0,0,0,1.7536230683511000
1749,15,1,Caucasian,Some College,18.807940678910900,9,0,High,1,1,0,1,2.7721632696203800
3025,15,0,Caucasian,High School,18.91259355497990,10,0,Moderate,0,1,1,0,2.735672949043830
1822,18,1,African American,Some College,9.106574996172050,4,0,High,0,1,0,0,3.042275369333670
1568,18,0,Asian,Higher,6.024625895878160,4,0,Low,0,0,0,0,2.326326756466650
2979,17,1,Caucasian,High School,3.3820780084130300,4,0,Low,0,0,1,0,2.3180465210933400
2711,15,0,African American,Higher,14.49741707159760,17,0,High,0,0,0,0,1.84964338845104
2929,18,0,African American,Some College,2.7083769963565600,5,0,Moderate,0,0,0,1,2.241727972459660
1980,16,0,African American,High School,3.625005111031040,5,0,Low,1,0,0,0,2.8079741296204600
2321,18,0,Asian,High School,19.88575971522120,2,0,High,1,0,0,0,3.5172371287357300
2712,15,1,Caucasian,High School,13.962338481670500,29,1,High,0,0,0,0,0.8752010880422390
1301,15,1,Caucasian,High School,13.348310610676600,28,0,High,1,0,0,0,1.11384878785912
3189,16,0,Other,,5.697053532212270,9,0,Low,0,1,0,0,2.4598046717382300
2746,16,1,Caucasian,Bachelor,0.7640556751478210,11,0,High,0,0,0,0,1.9665140417865200
2126,18,0,Caucasian,High School,5.180702882066940,21,0,High,0,0,0,0,1.073333389897040
3269,15,0,African American,Bachelor,9.518126549464010,4,1,Moderate,1,0,0,0,3.208461746184050
2018,17,0,Caucasian,High School,4.145650450994710,19,0,Low,1,0,0,0,1.0658486732058400
1316,18,1,Caucasian,,7.945825858918110,15,1,,0,1,0,0,1.253451854215860
3111,18,0,Caucasian,Some College,12.218930514053100,21,0,,0,0,0,0,0.6128025023431380
1454,16,1,Caucasian,Some College,15.013380285633100,9,0,Moderate,0,0,0,1,2.572890420104170
1602,18,1,Caucasian,Some College,16.06609147036070,18,1,Low,1,0,1,0,1.9529530122549500
1176,16,1,Caucasian,Some College,0.8440093716259690,27,0,High,1,0,0,0,0.1969011048236220
1964,17,0,Caucasian,Higher,5.757590066696890,26,0,,0,0,0,0,0.0
2464,17,0,Caucasian,Some College,12.085190319738500,29,0,Very High,1,0,0,1,0.7251929462817990
1038,15,0,Asian,High School,10.18226770375040,21,1,Low,0,1,0,0,1.0677635510419800
1124,17,1,Other,High School,12.78772842908200,4,0,High,0,0,0,0,3.101673809015110
1887,15,1,Caucasian,Bachelor,18.97308161805980,29,1,Low,1,0,0,0,0.9954496418804060
1395,17,1,Other,Some College,7.343392513900450,26,0,Low,0,0,0,0,0.2731909291583430
2133,16,0,Caucasian,Higher,8.368989943509160,1,0,,0,0,0,0,2.6078393525028600
2243,17,1,Caucasian,Bachelor,15.2140961208779,20,0,,0,0,0,1,0.9990885438974270
1040,17,1,Asian,High School,12.233113512920300,21,1,High,1,1,0,0,1.5268678317927200
1463,16,1,Caucasian,Some College,1.126665555984800,24,1,Moderate,0,0,0,1,0.6416491686246720
1874,15,1,Caucasian,Bachelor,2.7730505822660700,28,0,Moderate,1,0,0,0,0.0815731844151463
3267,18,0,Caucasian,Bachelor,4.750322411881200,16,0,High,0,0,0,0,1.5147637597129000
1332,15,0,Caucasian,Some College,6.538842005093900,8,0,High,0,1,0,0,2.384690791358410
3270,18,0,African American,Some College,0.8914008142526160,24,0,Low,1,0,0,0,0.621119927824666
1195,17,1,Caucasian,,13.483738976592300,11,1,Low,1,0,1,0,2.751145787611710
3249,18,1,Other,Some College,18.981592063656300,20,1,Low,0,0,1,0,1.6094102771441600
3275,18,1,Caucasian,Bachelor,8.970850987369190,24,1,Low,0,1,0,0,1.16974580305184
1635,16,0,Other,Some College,4.461800368907120,18,1,High,1,1,0,0,1.6304001316060500
1323,18,1,Caucasian,High School,4.257001720767150,29,1,High,1,1,0,0,0.9124156208354260
2928,17,0,African American,High School,14.323290763552200,20,0,High,1,0,0,1,1.3451314633822900
1267,18,0,Caucasian,High School,2.6840485265270100,26,0,High,0,0,0,0,0.5591437155118450
2860,15,1,Caucasian,Bachelor,14.391168265308700,21,0,Moderate,0,0,1,1,1.554112898573
2996,15,0,Caucasian,,17.10816324208580,23,0,Moderate,0,1,0,0,0.8647850838512880
1580,16,1,Caucasian,Some College,14.96750498856370,5,0,High,0,0,0,0,3.282070050593750
3011,17,1,Caucasian,Some College,14.56941891117180,14,0,Very High,0,0,1,0,2.496121936033520
2356,18,1,Caucasian,Bachelor,0.3606401965046000,19,1,Low,0,0,0,0,0.7303661593128760
3354,18,0,Caucasian,Some College,18.981387872908400,21,0,Low,0,0,0,0,1.0888824821778900
1962,15,0,African American,Some College,19.27635322376360,3,1,Very High,0,0,0,0,3.576909015459070
2194,18,0,Caucasian,High School,2.261994788476450,18,0,Moderate,1,1,0,0,1.818612560458430
3195,15,0,Caucasian,Some College,15.615709667309500,26,0,High,1,0,0,0,1.1746095143108700
2103,18,0,African American,Some College,7.9617435647246200,5,0,Moderate,0,1,0,1,3.127056224068400
2647,17,1,African American,Some College,2.543649072650220,26,0,Low,1,0,0,0,0.2364972221748910
2629,17,1,Caucasian,Bachelor,13.733008467080700,6,0,Moderate,1,1,0,0,2.8020738343659500
2674,15,0,Caucasian,Some College,0.8976203294543610,11,0,Moderate,0,0,0,0,1.8582963066751900
1850,16,1,Caucasian,High School,8.121642651195420,5,0,Moderate,0,0,0,0,2.758341831164700
2394,16,1,Caucasian,High School,5.488252632713640,1,0,Moderate,0,0,0,0,2.833576110778920
3308,18,1,Other,Bachelor,16.086406521943500,20,0,Low,0,0,1,0,1.28766735664722
2274,17,1,Caucasian,Some College,15.713332038889100,11,0,High,1,0,0,0,2.4562237944460500
1573,15,1,Asian,High School,6.052806812736290,7,0,Very High,0,0,0,0,2.522694547891480
1884,18,1,Asian,Bachelor,11.03657467068340,4,0,Moderate,1,0,0,0,2.871904770418780
3094,16,0,Asian,High School,5.783565077128860,10,0,Moderate,0,0,0,0,2.027841922241570
3169,16,0,Asian,Some College,1.1659440772471400,17,1,Low,1,1,0,1,1.6356867327778100
2118,15,0,Caucasian,Some College,3.787217515837260,2,0,High,0,0,0,0,2.846487468746030
2272,16,0,Caucasian,Some College,17.173441098589900,26,0,High,0,0,1,0,0.9621492198905310
2265,16,0,Caucasian,Bachelor,5.401169322031110,11,0,Moderate,0,0,1,0,2.096616211446690
2491,15,0,Other,Some College,14.140623386457700,4,0,,0,0,0,0,2.533432395797910
1054,18,0,Caucasian,Some College,8.46716054701572,13,0,Low,0,1,0,0,1.6643106896610800
1773,15,0,Caucasian,High School,18.63825465194910,6,1,Low,0,0,1,0,2.8534371942018000
2316,18,1,Caucasian,Bachelor,2.7007627336109500,12,0,Low,0,0,0,0,1.7215979626358600
3073,18,1,African American,Some College,3.98761638021254,15,1,Moderate,0,1,1,0,1.922165909079570
2396,16,0,Caucasian,High School,7.755286570595000,13,0,High,0,0,0,1,1.8856147854844200
1506,15,0,Caucasian,Some College,10.597512510364100,4,1,Moderate,0,1,0,0,3.0173532270832500
1753,16,0,Caucasian,High School,15.450451835250900,27,0,High,0,0,1,0,0.8544646477713150
2282,17,1,Caucasian,Some College,7.6396009092589200,24,0,,0,0,0,1,0.1293067518875470
2739,17,0,Caucasian,Some College,1.6760831819012200,29,0,Low,1,0,0,0,0.2170420107058960
1904,17,1,Caucasian,Bachelor,9.721150838053620,2,1,High,0,0,0,0,3.402401590802250
2518,17,0,Caucasian,Some College,0.241398706012359,27,0,Low,1,1,1,0,0.591872335776283
2042,16,0,Caucasian,High School,6.267353889145560,7,0,Moderate,0,0,0,0,2.1044499314712500
1366,17,1,Asian,High School,1.2243331628714400,15,0,Very High,1,1,0,1,1.7579788035014300
1974,17,1,African American,Some College,5.045056677103410,14,1,Low,1,0,0,0,1.7359565115853200
3250,15,0,Caucasian,Some College,15.543718188792200,28,0,High,1,0,1,0,1.2628487317952900
2991,18,0,African American,Some College,17.078969260290900,3,1,Low,0,1,0,0,3.5635357914562200
1310,16,0,Other,High School,13.573201876537900,27,0,High,0,1,0,0,1.129514334361550
2245,17,0,Other,Some College,11.43657542365380,1,0,High,1,0,0,0,3.463687549123430
3314,15,0,Caucasian,,7.2664895113802,4,0,Low,0,0,0,0,2.53663378226987
3208,18,0,Caucasian,High School,7.518767508065870,17,1,High,0,0,0,0,1.6720340583678400
1584,16,0,Caucasian,High School,3.928826304455720,12,0,Low,0,0,0,0,1.6165360987452100
1571,16,1,Caucasian,Some College,3.425468213324790,12,1,Low,1,1,1,0,2.600264186907330
1772,15,0,African American,Some College,14.577410189771900,4,0,Low,0,0,0,0,2.4959194397063600
3259,18,0,Caucasian,Some College,5.949853399853360,20,1,,0,0,0,0,0.968725634893168
2814,15,1,Caucasian,High School,11.753889390626200,20,0,Very High,0,0,1,0,1.7148117851610200
1153,15,1,Caucasian,Bachelor,3.7827739265348000,22,0,Very High,1,0,0,1,1.11991126295732
3141,18,1,Caucasian,Some College,16.100353864692600,24,1,High,0,0,1,0,1.1058998695955600
2733,17,1,Asian,Bachelor,11.074564627967200,18,0,High,0,0,0,0,1.597365745031800
3168,17,1,Other,Some College,15.234854129390300,17,1,Moderate,1,0,0,0,2.071972431377950
2129,16,0,Caucasian,Some College,0.8066032210302600,16,0,High,0,0,1,0,1.4903088969066100
2489,15,1,African American,,11.083394432220000,24,0,Very High,0,0,0,0,0.9526750330525330
2305,16,1,Other,Some College,0.0604174271232249,21,0,Moderate,0,0,0,1,0.5177931283748710
1319,17,1,Asian,Some College,17.222270401228500,11,0,High,0,0,1,0,2.81542127530912
2818,17,1,Caucasian,Some College,9.531358871600370,2,0,Low,1,0,0,0,2.7192011567406100
2074,17,1,Asian,,15.956047444172200,23,0,,0,0,1,0,0.923753224971706
2034,16,1,African American,Some College,3.15322053593816,13,1,,0,1,0,0,2.058575292693280
2963,16,0,African American,Some College,9.6254790365521,14,0,High,0,0,0,0,1.6482889223547200
2055,15,0,Asian,Some College,4.059871183823940,23,0,Very High,1,1,0,0,1.484857697467840
3071,15,1,Other,,9.783930359612310,13,0,,0,0,0,1,1.301643735879370
2166,16,0,Caucasian,Bachelor,11.089782286423400,3,0,Moderate,0,0,0,0,2.809311538791000
2404,16,1,African American,High School,1.2308606826967400,11,0,Moderate,1,0,1,0,2.194980371913130
1344,16,1,Asian,High School,1.1276370770646300,21,0,Moderate,0,0,0,0,1.0334594906901600
1889,18,1,Caucasian,Some College,19.313063495328200,7,0,,1,1,0,0,2.5968344902614600
2044,15,0,Caucasian,,14.668036986698100,26,0,,1,1,0,0,0.556828032953946
1399,18,1,Asian,High School,0.1670940834427710,17,1,High,1,0,0,1,1.8687585897072000
1585,16,1,Asian,Some College,12.276918900154500,22,0,Very High,0,0,0,0,1.5830839708839000
1705,15,1,Other,Some College,1.0809525469945300,16,1,High,0,1,0,0,1.7785692022870200
3003,16,1,Other,Bachelor,11.26253187784090,21,0,Moderate,0,0,0,0,0.8507438645015210
2345,17,0,African American,High School,9.04646955268592,20,1,High,0,0,0,0,1.671968652950500
1293,15,1,Caucasian,Some College,12.283377006377900,3,0,Very High,0,0,1,0,3.268794215560220
2673,18,0,Asian,Some College,8.78058487960896,17,0,Very High,1,0,0,0,1.6224646303185600
2302,18,1,Caucasian,Some College,13.001849022798600,22,0,Moderate,1,1,0,1,1.1761890337144700
2199,17,0,Other,Higher,11.614742795947000,18,1,Low,0,0,0,0,1.1414565556036800
2377,18,0,Caucasian,High School,12.964183548971100,20,0,,1,1,0,0,1.3627443691586400
1142,15,1,Caucasian,High School,13.09814246295720,23,1,,1,1,0,0,1.0460447710801000
2197,16,0,Caucasian,Some College,7.937787861780790,7,1,Moderate,1,0,0,0,2.9545340837691600
1003,15,0,Asian,Bachelor,4.21056976881226,26,0,Moderate,0,0,0,0,0.1126022544661820
3034,16,0,Caucasian,Bachelor,11.660372948882700,27,0,Low,1,0,0,0,0.2759351000710760
1577,15,0,Other,Some College,2.563761456209240,17,1,,1,0,0,0,1.2836220775478300
2615,16,1,Caucasian,Some College,17.916242027971600,6,0,High,1,0,1,0,3.167455277075200
1340,18,1,Caucasian,Some College,16.411528786677000,24,0,Very High,0,0,0,1,1.1757680252358400
1359,15,1,Caucasian,Some College,16.808855010920400,5,0,Moderate,0,0,1,0,3.3501791105924900
1979,18,1,Caucasian,Bachelor,15.90145762362330,13,0,Moderate,1,0,0,0,1.9241023198927700
1926,17,1,Caucasian,Bachelor,19.765242302863700,1,0,Low,1,1,0,0,3.5106808899730700
1266,16,1,Asian,Some College,1.5028590635517300,10,1,High,0,0,0,0,2.1502332699887800
1377,18,0,African American,Some College,13.239396789012700,14,0,Very High,0,1,0,0,2.5841106550638600
3239,18,0,Caucasian,Higher,9.356048240746780,9,1,High,0,0,0,0,2.622327676479100
1949,16,0,Asian,Some College,5.665930559954040,22,1,Low,1,1,0,0,1.2848657108072900
1440,17,1,African American,High School,8.968156820318660,4,0,Moderate,1,0,1,0,2.679085718058190
1272,18,0,African American,Some College,5.120423461230260,13,0,High,0,0,0,1,1.5315464597195700
3019,15,1,Caucasian,High School,16.74438285917400,8,0,Moderate,0,0,0,0,2.34844345354412
2457,16,0,Asian,Bachelor,0.6959839973670020,11,0,Moderate,1,1,0,0,1.9995718607021800
1245,17,0,Other,Some College,3.924685633757110,14,0,Moderate,1,0,0,0,1.8981464002812200
2380,16,1,Other,High School,13.59103673145370,3,1,Moderate,0,1,0,1,3.3839114785072500
3051,16,0,Caucasian,Bachelor,8.052228766803250,24,0,Low,1,1,1,0,1.1162284613450300
2079,16,1,Caucasian,,8.25678795517813,6,1,Moderate,0,0,1,0,3.0811935547787400
2160,18,0,Caucasian,Bachelor,9.24913634130296,11,0,Very High,0,0,1,0,2.6053753688041800
2293,18,1,African American,High School,5.898622716077290,0,0,Very High,0,0,0,0,3.548459826086950
2855,18,0,Caucasian,,6.964612794147370,25,0,Moderate,1,1,0,1,0.895261805081618
3272,15,0,Asian,High School,14.321261068391200,25,1,High,0,0,0,0,1.3023928842500800
1608,18,1,Asian,Some College,0.2602042685174540,15,0,High,1,1,1,0,2.457651022495710
1416,15,0,Caucasian,High School,16.799964464878900,27,0,Moderate,1,1,0,0,0.7641866973896490
1274,18,0,Caucasian,High School,2.325473605857610,16,0,High,0,0,0,1,1.155338560965660
2512,17,0,Caucasian,Bachelor,1.7387912138450800,24,0,Low,1,0,0,0,0.4837893904323070
1781,15,0,Caucasian,Bachelor,13.38696701525590,18,0,Very High,0,1,1,0,2.145848670885440
2172,17,1,Caucasian,Some College,0.6565099763848030,8,0,Very High,0,0,1,0,2.3806669165758400
1251,16,0,Asian,High School,2.0123995444518000,18,0,High,0,1,0,0,1.2341413889277300
1414,15,0,Other,,1.4835239118862400,12,0,High,0,0,0,0,1.596574874404600
3360,15,0,Caucasian,High School,8.817102254050320,12,1,Moderate,1,0,1,0,2.121473442487160
2870,16,1,Asian,High School,0.6004045143467260,26,0,Very High,1,1,1,0,1.020926365102640
2484,15,0,Caucasian,,17.608438057472100,26,0,Very High,0,0,0,0,1.2204179764419900
1311,18,1,Caucasian,,8.41793057518452,23,0,Moderate,1,0,0,0,0.6307569438666110
2685,17,1,Caucasian,Bachelor,10.114845967108900,12,0,Very High,1,0,1,0,2.3299096451911700
1894,15,1,Caucasian,High School,11.41329157961580,0,0,Low,0,0,0,0,3.0933639433242800
2414,18,1,Other,Bachelor,13.414944009435500,10,0,High,0,1,0,0,2.644194209070480
1426,15,0,Caucasian,High School,3.533646283526100,24,0,High,1,0,0,1,1.0504696915596800
3320,17,0,Caucasian,Some College,9.2854473864868,0,0,Very High,1,0,1,1,4.0
1016,15,0,Caucasian,Some College,9.728100710723570,17,1,,0,1,0,0,1.3415207165346700
3162,15,0,Asian,Some College,19.520278511975900,17,0,,0,0,0,0,1.441964197006560
1722,17,1,Caucasian,High School,9.809088170395700,1,0,Moderate,0,0,0,0,3.152222285699570
2881,16,1,Caucasian,Bachelor,17.182607195024700,19,1,Low,0,0,0,0,1.8933444720314500
3099,16,0,Caucasian,High School,14.389404626267600,19,0,Very High,1,1,0,0,1.895283343248590
1349,18,1,Caucasian,,7.096914468613160,11,0,High,0,0,0,0,1.3864645615000100
2443,18,0,Caucasian,High School,0.2999700075427340,27,1,High,0,0,0,0,0.3418223884177120
2972,15,0,African American,Some College,8.1432859693425,22,0,Moderate,1,1,0,1,1.1496496267546500
2270,16,1,African American,High School,13.78218162973650,0,0,High,1,0,0,0,3.84128624851289
1527,17,1,Caucasian,High School,12.894399547636400,27,0,High,0,1,0,0,0.7017618078332730
3191,16,0,Asian,Some College,10.626615853463500,23,0,,1,0,0,0,0.8719991150294320
1364,16,0,Caucasian,Bachelor,7.873637719812260,0,1,Very High,0,0,1,0,3.8806400848697400
3247,15,1,Asian,Some College,11.659969594366300,29,0,High,1,1,1,0,0.9238316977083890
1183,16,0,Caucasian,Higher,3.942120776473040,8,0,Moderate,1,1,0,0,2.3380463575903700
1986,16,1,Caucasian,Bachelor,2.5331174569438800,29,0,,0,1,0,0,0.1152432109582910
2369,15,0,Caucasian,,7.961096813578750,22,0,High,0,0,0,1,0.9340163958011900
1171,18,1,Caucasian,Some College,9.099015536839990,23,0,High,0,1,0,0,0.9499742281238570
3081,15,0,Caucasian,Some College,4.843917840262840,21,0,Moderate,0,1,0,0,1.5269160461968400
2051,16,0,Caucasian,Some College,7.190862890400070,10,1,Moderate,0,0,0,0,2.182795221152230
2072,16,1,African American,Some College,11.817438459485200,24,1,High,1,1,0,0,1.442868859303520
1813,15,0,African American,High School,15.843798765504900,17,0,,1,0,0,0,1.7643543086537200
1188,17,1,African American,Bachelor,16.99200349964920,8,0,Low,1,0,0,0,2.6743510954521000
1620,17,1,Caucasian,High School,0.0143371741315956,19,0,High,1,0,0,0,1.3835280778946600
2230,17,1,Caucasian,Some College,4.185755230602400,0,0,Moderate,1,1,0,0,3.343050864114290
1152,17,1,African American,High School,14.763015096833800,20,1,High,0,1,0,0,1.7629211240998700
1159,15,1,Caucasian,Bachelor,7.046177684183570,28,0,Moderate,0,0,0,0,0.2476267650865630
2381,16,1,Caucasian,High School,1.3418746525975700,16,0,Low,0,1,0,0,1.3787513079619300
1273,18,1,African American,Some College,13.016559009786600,11,0,Very High,0,0,0,0,2.205842147030340
1615,16,1,Other,High School,10.978650489986800,17,0,Very High,0,0,0,0,2.3002961351673700
1490,15,0,Asian,Some College,5.548534696019580,28,0,Moderate,1,0,0,0,0.2143195035843400
2171,18,1,Caucasian,,16.223252077582600,24,0,High,1,1,0,0,1.4684288845931300
3264,16,0,Caucasian,,14.304737069652700,18,1,Moderate,1,0,0,0,1.7797561259491300
1995,18,0,Caucasian,Bachelor,16.320670046041400,26,1,Moderate,0,0,0,0,0.7435923583787320
2843,18,1,Caucasian,Bachelor,0.777473940333786,22,0,Moderate,0,0,1,0,0.5468398683049480
1372,18,0,Caucasian,High School,5.051720133694480,22,0,Moderate,0,0,1,0,0.3410294459251270
2205,15,1,Caucasian,Some College,10.29855017721340,7,0,Moderate,1,0,0,0,2.6768273942833700
1223,16,1,Caucasian,Some College,13.72048447871780,16,0,High,0,0,1,0,1.9609688486532300
1594,18,1,Other,High School,14.38045640867200,16,0,High,0,0,0,0,1.804726657837380
1477,15,1,Caucasian,High School,1.4649120821478000,25,1,Moderate,1,0,0,0,1.04646340029671
2938,16,1,Asian,,9.22067136195624,4,0,Low,1,0,0,0,2.715908932047660
3187,15,1,Other,High School,8.384984986379320,19,1,Moderate,1,1,0,0,1.5578704926030600
1498,18,0,Asian,Some College,10.556242165912400,0,0,Low,0,0,0,0,2.923969740063050
1840,15,1,African American,Some College,15.444805517865500,16,0,Low,0,0,0,0,1.418938674503830
1688,15,0,Other,High School,12.545168012719600,0,0,Low,0,0,0,0,2.829826431301570
2492,17,1,Caucasian,Some College,3.549636699820240,5,0,Very High,0,0,0,0,2.772388536783240
1137,15,1,Caucasian,Higher,6.065620521308910,9,0,High,0,1,0,0,2.204860580997320
1519,18,1,Caucasian,Some College,18.71988358003560,18,0,High,0,0,0,0,1.737989618721450
1629,17,1,Caucasian,Some College,2.306021806780990,12,0,Low,0,0,0,0,1.448741241526560
1335,16,1,Caucasian,Some College,16.738556656892500,7,0,Moderate,0,0,0,0,2.542214348782040
1782,17,1,Caucasian,,16.63147851820910,3,1,High,0,0,0,0,3.299131001833340
2335,18,1,Caucasian,High School,3.710519505154380,25,0,High,1,0,0,0,1.003614145687200
2624,18,1,Caucasian,High School,9.532409126210810,5,1,,0,0,0,0,2.7577979305655800
2209,15,0,Caucasian,Some College,5.158790135738010,14,1,,0,0,1,1,1.4152214905212400
2612,16,0,Caucasian,High School,14.644758281845800,26,0,High,0,1,0,0,0.9587762981739750
1711,17,0,Other,Some College,4.200946745841390,12,0,High,1,0,0,0,2.231182931946250
2179,17,0,Caucasian,Some College,3.946279411521200,17,0,Low,0,0,0,1,0.8217016697705580
2303,17,1,Caucasian,Some College,13.073129528112400,23,0,High,1,1,1,0,1.6689245457866100
3200,15,0,Caucasian,Bachelor,4.933768594879950,6,0,Low,1,0,0,0,2.555667542727530
1466,17,0,Caucasian,Some College,6.6538035938534,13,0,Moderate,1,1,0,0,2.255019102931140
2226,16,1,Asian,High School,18.63070098310520,5,0,High,0,1,0,0,3.299578873421430
3366,17,1,Asian,Some College,6.918990357264060,3,0,Moderate,0,0,0,0,2.742091793566250
2675,15,0,Caucasian,,18.40227626645260,22,0,,0,1,0,0,0.6404398092314470
2252,16,1,Caucasian,High School,19.71716880821880,11,0,Low,0,0,0,0,2.190269258704480
2810,16,1,Caucasian,Bachelor,13.930143669537800,26,0,Low,1,0,0,0,0.645454380244234
3018,16,1,African American,High School,16.195770573762100,24,0,High,0,0,0,0,0.7695898642280780
2946,18,1,Other,Bachelor,9.35698366584086,21,0,Moderate,0,0,0,0,0.7662736791529810
3082,18,1,Caucasian,High School,3.381154982674120,8,1,Moderate,0,1,0,0,2.6867167544354500
2056,15,0,Asian,Some College,9.037380893045560,1,0,,0,0,0,0,2.672093364300090
3199,16,1,African American,Bachelor,1.5110898752553900,3,0,High,0,0,0,0,2.7326611971495200
1817,15,1,Caucasian,High School,5.48023560771095,7,0,High,0,0,0,0,2.202958505711280
1275,15,1,Caucasian,Some College,10.728207661600600,13,1,Low,0,0,0,0,2.153758339869400
2570,16,1,Caucasian,Some College,10.094789507607000,23,0,Low,0,1,0,0,0.8916240459711720
1866,15,1,Caucasian,Some College,5.365520409071130,15,0,Moderate,0,0,0,0,1.385696220554560
1102,16,1,Caucasian,Bachelor,1.8911268954877600,6,0,High,1,0,1,1,2.52614214142023
2863,17,1,Caucasian,Bachelor,14.714359735562200,22,0,Moderate,1,0,1,0,1.2934088269809300
1108,18,1,Caucasian,,12.450987924262300,15,0,Low,0,1,0,0,1.4641879236906500
3381,16,1,Caucasian,Some College,2.1383972875964300,8,0,Low,1,1,0,0,1.979379413769690
3119,15,0,Caucasian,,18.97409836478360,16,0,Very High,1,1,0,0,2.3916876827143400
2105,16,1,Asian,Bachelor,6.711144033933140,19,1,High,1,0,0,1,1.6209212385063800
2235,16,1,Caucasian,Some College,8.969704560052680,9,0,Moderate,1,1,0,0,2.9994091469264400
2545,18,1,Caucasian,Some College,6.265014809776440,20,0,Moderate,1,0,0,0,1.07029676373108
2101,17,1,Asian,Some College,10.194710200078700,14,0,High,1,1,0,1,2.005144712913380
2904,15,1,Caucasian,High School,4.090086773855920,20,1,High,0,0,0,0,1.36108822691039
1713,15,1,Caucasian,Some College,6.332048696548260,19,0,Very High,0,1,0,0,1.69185894616234
1073,15,0,African American,High School,3.258053089547880,8,0,Moderate,1,1,0,0,2.556801662833420
3040,17,1,African American,Higher,6.588333147488860,18,1,Low,0,0,0,0,1.510058697488440
3302,15,1,African American,,17.605035465633700,9,0,Low,0,0,0,0,2.380839869039290
1482,16,1,Caucasian,Some College,13.387708473397400,28,1,Very High,0,0,0,1,1.1865697291923100
3387,16,0,Caucasian,Some College,13.81402078998330,14,0,Moderate,0,0,0,0,2.000084011141920
